"Census_RaceEthCode","Census_Description"
6125,"FEDERATED INDIANS OF GRATON RANCHERIA"
6125,"FIGR"
6125,"GRATON RANCHERIA"
6126,"GUIDIVILLE RANCHERIA OF CALIFORNIA"
6126,"GUIDIVILLE"
6126,"GUIDIVILLE RANCHERIA"
6127,"HABEMATOLEL POMO OF UPPER LAKE, CALIFORNIA"
6127,"HABEMATOLEL"
6127,"HABEMATOLEL POMO OF UPPER LAKE"
6127,"UPPER LAKE BAND POMO INDIANS UPPER LAKE RANCHERIA"
6127,"UPPER LAKE RANCHERIA"
6128,"HOPLAND BAND OF POMO INDIANS, CALIFORNIA"
6128,"HOPLAND"
6128,"HOPLAND BAND OF POMO INDIANS"
6128,"HOPLAND RANCHERIA"
6129,"KASHIA BAND OF POMO INDIANS OF THE STEWARTS POINT RANCHERIA, CALIFORNIA"
6129,"KASHIA"
6129,"KASHIA BAND OF POMO INDIANS OF THE STEWARTS POINT RANCHERIA"
6129,"STEWARTS POINT RANCHERIA"
6130,"KOI NATION OF NORTHERN CALIFORNIA"
6130,"LOWER LAKE RANCHERIA"
6130,"LOWER LAKE RANCHERIA KOI NATION"
6131,"LYTTON RANCHERIA OF CALIFORNIA"
6132,"MANCHESTER BAND OF POMO INDIANS OF THE MANCHESTER RANCHERIA, CALIFORNIA"
6132,"MANCHESTER BAND OF POMO INDIANS"
6132,"MANCHESTER POINT ARENA"
6132,"MANCHESTER RANCHERIA"
6132,"POINT ARENA"
6133,"MIDDLETOWN RANCHERIA OF POMO INDIANS OF CALIFORNIA"
6133,"MIDDLETOWN RANCHERIA"
6133,"MIDDLETOWN RANCHERIA OF POMO INDIANS"
6135,"PINOLEVILLE POMO NATION, CALIFORNIA"
6135,"PINOLEVILLE"
6135,"PINOLEVILLE POMO NATION"
6135,"PINOLEVILLE RANCHERIA"
6136,"POTTER VALLEY TRIBE, CALIFORNIA"
6136,"POTTER VALLEY"
6136,"POTTER VALLEY TRIBE"
6137,"REDWOOD VALLEY OR LITTLE RIVER BAND OF POMO INDIANS OF THE REDWOOD VALLEY RANCHERIA CALIFORNIA"
6137,"LITTLE RIVER BAND OF POMO INDIANS"
6137,"LITTLE RIVER BAND REDWOOD VALLEY"
6137,"REDWOOD VALLEY"
6137,"REDWOOD VALLEY RANCHERIA"
6138,"ROBINSON RANCHERIA"
6138,"ROBINSON RANCHERIA OF POMO INDIANS"
6139,"SCOTTS VALLEY BAND OF POMO INDIANS OF CALIFORNIA"
6139,"SCOTTS VALLEY"
6139,"SCOTTS VALLEY RANCHERIA"
6140,"SHERWOOD VALLEY RANCHERIA OF POMO INDIANS OF CALIFORNIA"
6140,"SHERWOOD VALLEY"
6140,"SHERWOOD VALLEY RANCHERIA"
6148,"PONCA TRIBE OF INDIANS OF OKLAHOMA"
6148,"PONCA TRIBE OF OKLAHOMA"
6149,"PONCA TRIBE OF NEBRASKA"
6149,"PONCA OF NEBRASKA"
6153,"CITIZEN POTAWATOMI NATION, OKLAHOMA"
6153,"CITIZEN BAND POTAWATOMI"
6153,"CITIZEN BAND POTAWATOMI OF OKLAHOMA"
6153,"CITIZEN POTAWATOMI NATION"
6153,"CPN"
6153,"MISSION BAND OF POTAWATOMI"
6153,"OKLAHOMA POTAWATOMI"
6153,"POTAWATOMI CITIZEN BAND"
6153,"POTAWATOMI OKLAHOMA"
6153,"POTAWATOMIE OF OKLAHOMA"
6153,"SACRED HEART BAND OF POTAWATOMI"
6153,"ST JOSEPH POTAWATOMI"
6154,"FOREST COUNTY POTAWATOMI COMMUNITY, WISCONSIN"
6154,"FOREST COUNTY"
6154,"FOREST COUNTY POTAWATOMI"
6154,"POTAWATOMI WISCONSIN"
6154,"STONE LAKE WISC POTAWATOMI"
6154,"WISCONSIN POTAWATOMI"
6154,"WISCONSIN POTOWATOMI"
6155,"HANNAHVILLE INDIAN COMMUNITY, MICHIGAN"
6155,"HANNAHVILLE"
6155,"HANNAHVILLE INDIAN COMMUNITY"
6155,"HANNAHVILLE INDIAN COMMUNITY OF WISC POTAWATOMI"
6155,"HANNAHVILLE INDIAN COMMUNITY POTAWATOMI"
6155,"HANNAHVILLE INDIAN RESERVATION"
6155,"HANNAHVILLE POTAWATOMI INDIAN TRIBE, MICHIGAN"
6156,"MATCH-E-BE-NASH-SHE-WISH BAND OF POTTAWATOMI INDIANS OF MICHIGAN"
6156,"GUN LAKE"
6156,"GUN LAKE POTAWATOMI"
6156,"GUN LAKE TRIBE"
6156,"MATCH E BE NASH SHE WISH"
6156,"MATCH E BE NASH SHE WISH BAND"
6156,"MATCH E BE NASH SHE WISH POTAWATOMI"
6156,"MATCH-E-BE-NASH-SHE-WISH BAND OF POTTAWATOMI INDIANS"
6156,"MATCH-E-BE-NASH-SHE-WISH POTTAWATOMI"
6157,"NOTTAWASEPPI HURON BAND OF THE POTAWATOMI, MICHIGAN"
6157,"HURON NOTTAWASEPPI"
6157,"HURON POTAWATOMI"
6157,"HURON POTAWATOMI, INC"
6157,"NHBP"
6157,"NOTTAWASEPPI POTAWATOMI"
6158,"POKAGON BAND OF POTAWATOMI INDIANS, MICHIGAN AND INDIANA"
6158,"POGAGON"
6158,"POGAGON POTAWATOMI"
6158,"POKAGON BAND OF POTAWATOMI"
6158,"POKAGON BAND OF POTAWATOMI INDIANS"
6158,"POTAWATOMI POGAGON"
6158,"POTOWATOMI PAGAGAN"
6159,"PRAIRIE BAND POTAWATOMI NATION"
6159,"KANSAS POTAWATOMI"
6159,"POTAWATOMI PRAIRIE BAND"
6159,"PRAIRIE BAND"
6159,"PRAIRIE BAND OF POTOWATOMI"
6159,"PRAIRIE BAND OF POTOWATOMI INDIANS"
6165,"OHKAY OWINGEH, NEW MEXICO"
6165,"OHKAY OWINGEH"
6165,"SAN JUAN PUEBLO"
6167,"PUEBLO OF ACOMA, NEW MEXICO"
6167,"ACOMA"
6167,"ACOMA PUEBLO"
6167,"HAAKU"
6167,"PUEBLO OF ACOMA"
6168,"PUEBLO OF COCHITI, NEW MEXICO"
6168,"COCHITI PUEBLO"
6168,"KOTYIT"
6168,"PUEBLO DE COCHITI"
6168,"PUEBLO OF COCHITI"
6169,"PUEBLO OF ISLETA, NEW MEXICO"
6169,"ISLETA"
6169,"PUEBLO OF ISLETA"
6169,"TUE-I"
6170,"PUEBLO OF JEMEZ, NEW MEXICO"
6170,"JEMEZ"
6170,"JEMEZ PUEBLO"
6170,"PUEBLO OF JEMEZ"
6170,"WALATOWA"
6171,"PUEBLO OF LAGUNA, NEW MEXICO"
6171,"KA'WAIKA"
6171,"LAGUNA"
6171,"LAGUNA PUEBLO"
6171,"PUEBLO OF LAGUNA"
6172,"PUEBLO OF NAMBE, NEW MEXICO"
6172,"NAMBE"
6172,"NAMBE O WEEN GE"
6172,"NAMBE PUEBLO"
6172,"NAMBE TEWA"
6172,"NAMBE'O-WEEN-GE'"
6172,"PUEBLO NAMBE"
6172,"PUEBLO OF NAMBE"
6173,"PUEBLO OF PICURIS, NEW MEXICO"
6173,"PE'EWI"
6173,"PICURIS"
6173,"PICURIS PUEBLO"
6173,"PUEBLO OF PICURIS"
6173,"PUEBLO PICURIS"
6174,"PUEBLO OF POJOAQUE, NEW MEXICO"
6174,"POJOAQUE"
6174,"POJOAQUE PUEBLO"
6174,"POJOAQUE VALLEY"
6174,"PO-SUWAE-GEH"
6174,"PUEBLO OF POJOAQUE"
6175,"PUEBLO OF SAN FELIPE, NEW MEXICO"
6175,"KATISHTYA"
6175,"PUEBLO OF SAN FELIPE"
6175,"SAN FELIPE"
6175,"SAN FELIPE PUEBLO"
6176,"PUEBLO OF SAN ILDEFONSO, NEW MEXICO"
6176,"PO-WOH-GE-OWEENGE"
6176,"PUEBLO OF SAN ILDEFONSO"
6176,"PUEBLO SAN ILDEFONSO"
6176,"SAN ILDEFONSO"
6176,"SAN ILDEFONSO PUEBLO"
6177,"PUEBLO OF SANDIA, NEW MEXICO"
6177,"NA-FIAT"
6177,"PUEBLO OF SANDIA"
6177,"PUEBLO SANDIA"
6177,"SANDIA"
6177,"SANDIA PUEBLO"
6178,"PUEBLO OF SANTA ANA, NEW MEXICO"
6178,"PUEBLO OF SANTA ANA"
6178,"PUEBLO SANTA ANA"
6178,"SANTA ANA PUEBLO"
6178,"TAMAYA"
6179,"PUEBLO OF SANTA CLARA, NEW MEXICO"
6179,"KAH'P'OO OWINGE"
6179,"PUEBLO OF SANTA CLARA"
6179,"PUEBLO SANTA CLARA"
6179,"SANTA CLARA PUEBLO"
6180,"SANTO DOMINGO PUEBLO"
6180,"KEWA"
6180,"KEWA PUEBLO"
6180,"KEWA PUEBLO, NEW MEXICO"
6180,"PUEBLO KEWA"
6180,"PUEBLO SANTO DOMINGO"
6180,"SAN DOMINGO PUEBLO"
6180,"SAN DOMINGO TRIBE"
6180,"SANTO DOMINGO TRIBE"
6181,"PUEBLO OF TAOS, NEW MEXICO"
6181,"PUEBLO OF TAOS"
6181,"TAOS PUEBLO"
6181,"TUAH-TAH"
6182,"PUEBLO OF TESUQUE, NEW MEXICO"
6182,"PUEBLO OF TESUQUE"
6182,"PUEBLO TESUQUE"
6182,"TESUQUE"
6182,"TESUQUE PUEBLO"
6182,"TET-SUGEH"
6183,"PUEBLO OF ZIA, NEW MEXICO"
6183,"PUEBLO OF ZIA"
6183,"TSI-YA"
6183,"ZIA PUEBLO"
6185,"YSLETA DEL SUR PUEBLO"
6185,"TIGUA"
6185,"YSLETA DEL SUR"
6185,"YSLETA DEL SUR PUEBLO OF TEXAS"
6186,"ZUNI TRIBE OF THE ZUNI RESERVATION, NEW MEXICO"
6186,"ASHIWI"
6186,"PUEBLO OF ZUNI"
6186,"ZUNI"
6186,"ZUNI PUEBLO"
6186,"ZUNI TRIBE"
6186,"ZUNI TRIBE OF THE ZUNI RESERVATION"
6194,"MUCKLESHOOT INDIAN TRIBE"
6194,"MUCKLESHOOT"
6195,"NISQUALLY INDIAN TRIBE"
6195,"NISQUALLY"
6196,"NOOKSACK INDIAN TRIBE"
6196,"MARIETTA BAND OF NOOKSACK"
6196,"NOOKSACK"
6197,"PUYALLUP TRIBE OF THE PUYALLUP RESERVATION"
6197,"PUYALLUP"
6197,"PUYALLUP TRIBE"
6198,"SAMISH INDIAN NATION"
6198,"SAMISH"
6199,"SAUK-SUIATTLE INDIAN TRIBE"
6199,"SAUK-SUIATTLE"
6200,"SKOKOMISH INDIAN TRIBE"
6200,"SKOKOMISH"
6203,"SNOQUALMIE INDIAN TRIBE"
6203,"SNOQUALMIE"
6204,"SQUAXIN ISLAND TRIBE OF THE SQUAXIN ISLAND RESERVATION"
6204,"SQUAXIN"
6204,"SQUAXIN ISLAND"
6204,"SQUAXIN ISLAND TRIBE OF THE SQUAXIN ISLAND RESERVATION, WASHINGTON"
6206,"STILLAGUAMISH TRIBE OF INDIANS OF WASHINGTON"
6206,"STILLAGUAMISH"
6207,"SWINOMISH INDIAN TRIBAL COMMUNITY"
6207,"SWINOMISH"
6208,"SUQUAMISH INDIAN TRIBE OF THE PORT MADISON RESERVATION"
6208,"ETAKMUR"
6208,"PORT MADISON"
6208,"SHAKTABSH"
6208,"SUQUAMISH"
6208,"SUQUAMISH OLYMPIC"
6208,"THE SUQUAMISH TRIBE"
6209,"TULALIP TRIBES OF WASHINGTON"
6209,"TULALIP"
6210,"UPPER SKAGIT INDIAN TRIBE"
6210,"UPPER SKAGIT"
6214,"QUAPAW NATION"
6214,"QUAPAW"
6214,"QUAPAW TRIBE OF INDIANS, OKLAHOMA"
6214,"THE QUAPAW TRIBE OF INDIANS"
6216,"QUINAULT INDIAN NATION"
6216,"QUINAULT"
6216,"QUINAULT TRIBE"
6218,"RAPPAHANNOCK TRIBE, INC."
6218,"RAPPAHANNOCK"
6218,"RAPPAHANNOCK INDIAN TRIBE"
6220,"RENO-SPARKS INDIAN COLONY, NEVADA"
6220,"PAIUTE RENO"
6220,"PAIUTE RENO SPARKS"
6220,"RENO SPARKS INDIAN COLONY"
6220,"RENO SPARKS PAIUTE"
6220,"RENO SPARKS SHOSHONE"
6220,"RENO SPARKS WASHOE"
6220,"RENO-SPARKS"
6220,"RSIC"
6220,"WASHOE RENO SPARKS"
6222,"ROUND VALLEY INDIAN TRIBES, ROUND VALLEY RESERVATION, CALIFORNIA"
6222,"COVELO"
6222,"ROUND VALLEY"
6222,"ROUND VALLEY INDIAN TRIBES"
6225,"JAMESTOWN S’KLALLAM TRIBE"
6225,"JAMESTOWN"
6225,"JAMESTOWN S’KLALLAM TRIBE OF WASHINGTON"
6226,"LOWER ELWHA TRIBAL COMMUNITY"
6226,"ELWHA KLALLAM"
6226,"ELWHA TRIBAL COMMUNITY"
6227,"PORT GAMBLE S'KLALLAM TRIBE"
6227,"PORT GAMBLE"
6230,"SAC AND FOX NATION OF MISSOURI IN KANSAS AND NEBRASKA"
6230,"MISSOURI SAC AND FOX"
6230,"SAC AND FOX MISSOURI"
6230,"SAC AND FOX OF MISSOURI"
6231,"SAC AND FOX NATION, OKLAHOMA"
6231,"OKLAHOMA SAC AND FOX"
6231,"SAC AND FOX NATION OF OKLAHOMA"
6232,"SAC AND FOX TRIBE OF THE MISSISSIPPI IN IOWA"
6232,"FOX"
6232,"FOX NATION"
6232,"MESKWAKI NATION"
6232,"MESQUAKIE"
6232,"OUTAGAMI"
6232,"SAC AND FOX OF MISSISSIPPI"
6232,"SAC FOX MESKWAKI"
6232,"TAMA INDIAN"
6238,"CONFEDERATED SALISH AND KOOTENAI TRIBES OF THE FLATHEAD RESERVATION"
6238,"BITTERROOT SALISH"
6238,"CONFEDERATED SALISH"
6238,"CONFEDERATED SALISH AND KOOTENAI TRIBES OF THE FLATHEAD NATION"
6238,"CSKT"
6238,"FLATHEAD"
6238,"KOOTENAI SALISH"
6238,"PEND D'OREILLE"
6238,"SALISH AND KOOTENAI TRIBES"
6238,"SALISH KOOTENAI"
6238,"SALISH KTUNAXA"
6250,"SEMINOLE TRIBE OF FLORIDA"
6250,"BIG CYPRESS RESERVATION"
6250,"BIG CYPRESS SEMINOLE"
6250,"BRIGHTON RESERVATION"
6250,"BRIGHTON SEMINOLE"
6250,"DANIA"
6250,"HOLLYWOOD RESERVATION"
6250,"HOLLYWOOD RESERVATION (DANIA)"
6250,"IMMOKALEE RESERVATION"
6250,"OSCEOLA SEMINOLE"
6250,"SEMINOLE BIG CYPRESS"
6250,"SEMINOLE BRIGHTON"
6250,"SEMINOLE FLORIDA"
6250,"SEMINOLE TA-MIAMI"
6250,"SEMINOLE TAMPA"
6250,"STOF"
6250,"TA-MIAMI SEMINOLES"
6250,"TAMPA RESERVATION"
6250,"TAMPA SEMINOLE"
6251,"THE SEMINOLE NATION OF OKLAHOMA"
6251,"OKLAHOMA SEMINOLE"
6251,"SEMINOLE NATION"
6251,"SEMINOLE OKLAHOMA"
6260,"YUHAAVIATAM OF SAN MANUEL NATION"
6260,"SAN MANUEL BAND"
6260,"SAN MANUEL BAND OF MISSION INDIANS, CALIFORNIA"
6260,"SAN MANUEL MISSION"
6260,"SAN MANUEL SERRANO INDIAN"
6260,"YUHAAVIATAM"
6265,"QUARTZ VALLEY INDIAN COMMUNITY OF THE QUARTZ VALLEY RESERVATION OF CALIFORNIA"
6265,"ANAV TRIBE"
6265,"QUARTZ VALLEY"
6265,"QUARTZ VALLEY INDIAN RESERVATION"
6270,"ABSENTEE-SHAWNEE TRIBE OF INDIANS OF OKLAHOMA"
6270,"ABSENTEE SHAWNEE"
6270,"AST SHAWNEE"
6272,"EASTERN SHAWNEE TRIBE OF OKLAHOMA"
6272,"EASTERN SHAWNEE"
6272,"SHAWNEE EASTERN"
6275,"SHAWNEE TRIBE"
6275,"CHEROKEE BAND OF SHAWNEE"
6275,"CHEROKEE SHAWNEE"
6275,"CHEROKEE SHAWNEE BAND"
6275,"CHEROKEE SHAWNEE TRIBE"
6275,"LOYAL SHAWNEE TRIBE"
6275,"SHAWNEE CHEROKEE"
6275,"SHAWNEE LOYAL"
6275,"SHAWNEE TRIBE, OKLAHOMA"
6279,"SHINNECOCK INDIAN NATION"
6279,"SHINNECOCK"
6281,"SHOALWATER BAY INDIAN TRIBE OF THE SHOALWATER BAY INDIAN RESERVATION"
6281,"SHOALWATER"
6281,"SHOALWATER BAY"
6281,"SHOALWATER BAY INDIAN TRIBE"
6281,"SHOALWATER BAY TRIBE OF SHOALWATER BAY RESERVATION, WASH."
6284,"CONFEDERATED TRIBES OF THE GOSHUTE RESERVATION, NEVADA AND UTAH"
6284,"CONFED. TRIBES OF THE GOSHUTE RESERVATION, NEVADA & UTAH"
6284,"CONFEDERATED GOSHUTE"
6284,"CONFEDERATED TRIBES OF THE GOSHUTE RESERVATION"
6284,"COSO"
6284,"GOSHIP"
6284,"GOSHIP UTES"
6284,"GOSHUTE CONFEDERATED"
6284,"GOSHUTE INDIAN"
6285,"TIMBISHA SHOSHONE TRIBE"
6285,"DEATH VALLEY TIMBA-SHA"
6285,"DEATH VALLEY TIMBA-SHA SHOSHONE"
6285,"KOSO"
6285,"PANAMINT"
6285,"SHOSHONE TIMBI SHA"
6285,"TIMBA SHA SHOSHONE"
6285,"TIMBA-SHA"
6285,"TIMBA-SHA RESERVATION"
6285,"TIMBI SHA"
6285,"TIMBISHA SHOSHONE"
6286,"DUCKWATER SHOSHONE TRIBE OF THE DUCKWATER RESERVATION, NEVADA"
6286,"DUCKWATER"
6286,"DUCKWATER SHOSHONE"
6286,"DUCKWATER SHOSHONE TRIBE"
6286,"DUCKWATER TRIBE"
6286,"SHOSHONE DUCKWATER"
6287,"EASTERN SHOSHONE TRIBE OF THE WIND RIVER RESERVATION, WYOMING"
6287,"EAST SHOSHONE"
6287,"EASTERN SHOSHONE"
6287,"FORT WASHAKIE"
6287,"SHOSHONE TRIBE OF THE WIND RIVER"
6287,"WIND RIVER SHOSHONE"
6288,"ELY SHOSHONE TRIBE OF NEVADA"
6288,"ELY COLONY"
6288,"ELY SHOSHONE"
6288,"ELY SHOSHONE TRIBE"
6288,"SHOSHONE ELY"
6289,"NORTHWESTERN BAND OF THE SHOSHONE NATION"
6289,"NORTHWESTERN BAND OF SHOSHONE"
6289,"NORTHWESTERN BAND OF SHOSHONE OF WASHAKIE UTAH"
6289,"NORTHWESTERN BAND OF SHOSHONI NATION OF UTAH (WASHAKIE)"
6289,"NORTHWESTERN SHOSHONE"
6289,"NW BAND OF SHOSHONE"
6289,"NWB SHOSHONE"
6289,"NWBS"
6289,"SHOSHONE NATION OF UTAH"
6289,"SHOSHONE NORTHWESTERN"
6289,"SHOSHONE WASHAKIE"
6289,"WASHAKIE"
6289,"WASHAKIE SHOSHONE"
6290,"SKULL VALLEY BAND OF GOSHUTE INDIANS OF UTAH"
6290,"SKULL VALLEY"
6290,"SKULL VALLEY BAND OF GOSHUTE INDIANS"
6290,"SKULL VALLEY GOSHUTE"
6290,"SKULL VALLEY RESERVATION"
6290,"SKULL VALLEY SHOSHONE"
6291,"YOMBA SHOSHONE TRIBE OF THE YOMBA RESERVATION, NEVADA"
6291,"BEOWAWE"
6291,"SHOSHONE YOMBA"
6291,"YOMBA"
6291,"YOMBA SHOSHONE"
6291,"YOMBA SHOSHONE TRIBE"
6293,"CONFEDERATED TRIBES OF SILETZ INDIANS OF OREGON"
6293,"CONF TRIBE SILETZ INDIANS"
6293,"CONFEDERATED SILETZ (CTSI)"
6293,"CTSI"
6293,"SHASTA COSTA"
6293,"SILETZ"
6293,"SILETZ TRIBE"
6297,"CHEYENNE RIVER SIOUX TRIBE OF THE CHEYENNE RIVER RESERVATION, SOUTH DAKOTA"
6297,"BLACKFOOT SIOUX"
6297,"CHEYENNE RIVER"
6297,"CHEYENNE RIVER SIOUX"
6297,"CHEYENNE RIVER SIOUX CHEYENNE RIVER RESERVATION"
6297,"CHEYENNE RIVER SIOUX TRIBE"
6297,"CRST"
6297,"EAGLE BUTTE SIOUX"
6297,"ITAZIPCHO"
6297,"ITAZIPCO"
6297,"LAKOTA BLACKFOOT"
6297,"MINICONJOU"
6297,"OOHENUMPA"
6297,"SIHA SAPA SIOUX"
6297,"SIHASAPA"
6297,"SIOUX BLACKFOOT"
6297,"SIOUX CHEYENNE RIVER"
6297,"SIOUX EAGLE BUTTE"
6297,"SIOUX OOHENONPA"
6297,"SIOUX OOHENUMPA"
6297,"SIOUX SANS ARC"
6297,"SIOUX TWO KETTLE"
6297,"TWO KETTLE SIOUX"
6298,"CROW CREEK SIOUX TRIBE OF THE CROW CREEK RESERVATION, SOUTH DAKOTA"
6298,"CCST"
6298,"CROW CREEK"
6298,"CROW CREEK DAKOTA"
6298,"CROW CREEK SIOUX"
6298,"CROW CREEK SIOUX TRIBE (CCST)"
6298,"CROW CREEK SIOUX TRIBE CROW CREEK RESERVATION"
6298,"CROW CREEK SIOUX TRIBE OF THE CROW CREEK RESERVATION SOUTH DAKOTA (CCST)"
6298,"CROW CREEK YANKTON SIOUX"
6298,"FORT THOMPSON"
6298,"HUNKPATI"
6298,"HUNKPATI SIOUX"
6298,"SIOUX CROW CREEK"
6298,"SIOUX HUNKPATI"
6300,"FLANDREAU SANTEE SIOUX TRIBE OF SOUTH DAKOTA"
6300,"FLANDREAU"
6300,"FLANDREAU SANTEE"
6300,"FLANDREAU SANTEE SIOUX"
6300,"FLANDREAU SIOUX"
6300,"FSST"
6300,"SANTEE FLANDREAU"
6300,"SANTEE SIOUX FLANDREAU"
6301,"LOWER BRULE SIOUX TRIBE OF THE LOWER BRULE RESERVATION, SOUTH DAKOTA"
6301,"KUL WICSAS OYATE"
6301,"LOWER BRULE"
6301,"LOWER BRULE SIOUX"
6301,"LOWER BRULE SIOUX TRIBE LOWER BRULE RESERVATION"
6301,"SIOUX LOWER BRULE"
6302,"LOWER SIOUX INDIAN COMMUNITY IN THE STATE OF MINNESOTA"
6302,"LOWER SIOUX"
6302,"LOWER SIOUX INDIAN COMMUNITY MINNESOTA"
6302,"LOWER SIOUX INDIAN COMMUNITY OF MINNESOTA"
6302,"LOWER SIOUX MDEWAKANTON"
6302,"MDEWAKANTON LOWER SIOUX"
6304,"OGLALA"
6304,"OGLALA LAKOTA"
6304,"OGLALA OYANKE"
6304,"OGLALA PINE RIDGE"
6304,"OGLALA SIOUX"
6304,"OGLALA SIOUX TRIBE"
6304,"OGLALA SIOUX TRIBE OF THE PINE RIDGE RESERVATION"
6304,"OGLALA SIOUX TRIBE OF THE PINE RIDGE RESERVATION, SOUTH DAKOTA"
6304,"OST"
6304,"OST SIOUX"
6304,"PINE RIDGE"
6304,"PINE RIDGE OGLALA"
6304,"PINE RIDGE SIOUX"
6304,"SIOUX OGLALA"
6304,"SIOUX PINE RIDGE"
6306,"PRAIRIE ISLAND INDIAN COMMUNITY IN THE STATE OF MINNESOTA"
6306,"MDEWAKANTON PRAIRIE ISLAND"
6306,"MINN PRAIRIE ISLAND"
6306,"MN PRAIRIE ISLAND"
6306,"PRAIRIE ISLAND"
6306,"PRAIRIE ISLAND INDIAN COMMUNITY"
6306,"PRAIRIE ISLAND MDEWAKANTON SIOUX"
6306,"PRAIRIE ISLAND SIOUX"
6306,"SIOUX PRAIRIE"
6306,"SIOUX PRAIRIE ISLAND"
6307,"ROSEBUD SIOUX TRIBE OF THE ROSEBUD INDIAN RESERVATION, SOUTH DAKOTA"
6307,"ROSEBUD"
6307,"ROSEBUD SIOUX"
6307,"ROSEBUD SIOUX TRIBE OF THE ROSEBUD RESERVATION"
6307,"SICANGU"
6307,"SICANGU LAKOTA"
6307,"SICANGU OYATE"
6307,"SICANGU SIOUX"
6307,"SIOUX ROSEBUD"
6308,"SANTEE SIOUX NATION, NEBRASKA"
6308,"ISANTI"
6308,"MDEWAKANTON SANTEE SIOUX"
6308,"SANTEE SIOUX"
6308,"SANTEE SIOUX MDEWAKANTON"
6308,"SANTEE SIOUX OF NE"
6308,"SANTEE SIOUX OF NEBRASKA"
6308,"SIOUX SANTEE"
6309,"SHAKOPEE MDEWAKANTON SIOUX COMMUNITY OF MINNESOTA"
6309,"MDEWAKANTON SHAKOPEE SIOUX"
6309,"PRIOR LAKE"
6309,"PRIOR LAKE SIOUX"
6309,"SHAKOPEE"
6309,"SHAKOPEE MDEWAKANTON SIOUX"
6309,"SHAKOPEE MDEWAKANTON SIOUX COMMUNITY"
6309,"SIOUX PRIOR LAKE"
6309,"SIOUX SHAKOPEE MDEWAKANTON"
6309,"SMSC"
6310,"SISSETON-WAHPETON OYATE OF THE LAKE TRAVERSE RESERVATION, SOUTH DAKOTA"
6310,"CHONGASKETHON"
6310,"CHONGASKETHON DOG"
6310,"DAKOTA SISSETON"
6310,"LAKE TRAVERSE"
6310,"LAKE TRAVERSE SIOUX"
6310,"MDEWAKANTON SISSETON"
6310,"SHAHSWEENTOWAHS"
6310,"SIOUX LAKE TRAVERSE"
6310,"SIOUX SISSETON"
6310,"SIOUX SISSETON-WAHPETAN"
6310,"SIOUX SISSETON-WAHPETON"
6310,"SIOUX WAHPETAN"
6310,"SIOUX WAHPETON"
6310,"SISSETON SIOUX"
6310,"SISSETON WAHPETAN"
6310,"SISSETON WAHPETAN SIOUX"
6310,"SISSETON WAHPETON"
6310,"SISSETON WAHPETON OYATE"
6310,"SISSETON WAHPETON SIOUX"
6310,"SISSETONWAHPETON OYATE LAKE TRAVERSE RESERVATION"
6310,"SWO"
6310,"SWO LK"
6310,"SWOT"
6311,"SPIRIT LAKE TRIBE, NORTH DAKOTA"
6311,"SPIRIT LAKE"
6311,"SPIRIT LAKE SIOUX"
6311,"SPIRIT LAKE TRIBE"
6312,"STANDING ROCK SIOUX TRIBE OF NORTH & SOUTH DAKOTA"
6312,"SRST"
6312,"STANDING ROCK"
6312,"STANDING ROCK SIOUX"
6312,"STANDING ROCK SIOUX TRIBE"
6314,"UPPER SIOUX COMMUNITY, MINNESOTA"
6314,"SIOUX UPPER YANKTONAI"
6314,"UPPER SIOUX"
6314,"UPPER SIOUX COMMUNITY"
6317,"YANKTON SIOUX TRIBE OF SOUTH DAKOTA"
6317,"IHANKTONWAN SIOUX"
6317,"NAKOTA"
6317,"NAKOTA SIOUX"
6317,"PIPESTONE SIOUX"
6317,"SIOUX NAKOTA"
6317,"SIOUX YANKTON"
6317,"YANKTON"
6317,"YANKTON NAKOTA"
6317,"YANKTON SIOUX"
6322,"SPOKANE TRIBE OF THE SPOKANE RESERVATION"
6322,"SPOKANE"
6322,"SPOKANE TRIBE"
6322,"WELLPINIT"
6324,"STOCKBRIDGE MUNSEE COMMUNITY, WISCONSIN"
6324,"MUNSEE STOCKBRIDGE"
6324,"STOCKBRIDGE"
6324,"STOCKBRIDGE MUNSEE"
6324,"STOCKBRIDGE-MUNSEE COMMUNITY"
6324,"STOCKBRIDGE-MUNSEE COMMUNITY OF MOHICAN INDIANS OF WISCONSIN"
6324,"WAPPINGER"
6326,"TE-MOAK TRIBE OF WESTERN SHOSHONE INDIANS OF NEVADA"
6326,"BATTLE MOUNTAIN BAND"
6326,"ELKO BAND"
6326,"SOUTH FORK BAND"
6326,"TE MOAK"
6326,"TE MOAK TRIBE"
6326,"TE-MOAK WESTERN SHOSHONE"
6326,"WELLS BAND"
6339,"THREE AFFILIATED TRIBES OF THE FORT BERTHOLD RESERVATION, NORTH DAKOTA"
6339,"FORT BERTHOLD"
6339,"FORT BERTHOLD THREE AFFLIATED TRIBES"
6339,"MANDAN, HIDATSA AND ARIKARA NATION"
6339,"MHA NATION"
6339,"THREE AFFILIATED"
6339,"THREE AFFILIATED TRIBES FT BERTHOLD RESERVATION"
6339,"THREE AFFILIATED TRIBES OF FORT BETHOLD"
6339,"THREE AFFILIATED TRIBES OF FT. BERTHOLD RESERVATION, NORTH DAKOTA"
6339,"THREE AFFILIATED TRIBES OF NORTH DAKOTA"
